SE_Filename	BNC_Filename	Rand.	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
filename#1248	S985	4045		're telling		tell	c		present	A		past	no	no			E
filename#1053	S5XD	4045		'm trying		try	c		present	A		present	yes	no			E
filename#641	STUM	4045		was sitting		sit			past	A		past	yes	no			E
filename#632	STLZ	4044		were just talking		talk			past	A		past	no	no			E
filename#812	SXWH	4043		's like messaging		message	c		present	A		past	no	yes			E
filename#508	SPTA	4043		's going		go out	c		present	A		present	yes	no			E
filename#266	SHC8	4041		's trying		try	c		present	A		present	yes	yes			E
filename#540	SQG4	4041		was thinking		think			past	A		past	yes	no			E
filename#693	SVBG	4036		were moaning		moan			past	A		past	yes	yes			E
filename#569	SQ82	4035		's a bit worrying		worry	c		NOT progressive	A		present	yes	no			E
filename#1008	S4TV	4032		's blowing		blow	c		present	A		present	yes	no		reported speech	E
filename#673	SUPV	4032		was going		go			GOING TO	A		past	yes	no			E
filename#577	SRFV	4031		'm very good at starting		start	c		NOT progressive	A		present	yes	no			E
filename#933	S24E	4030		's actually really bothering		bother	c		NOT progressive	A		present	yes	no			E
filename#680	SUVS	4030		'm actually eating		eat	c		present	A		present	yes	yes			E
filename#683	SUWR	4029		was adorable they were adorbs		NA			NOT progressive	A		past	yes	no			E
filename#1011	S4WJ	4029		was thinking		think			past	A		past	yes	no			E
filename#936	S27D	4028		be up doing		do			modal	A		future	no	no			E
filename#574	SRCD	4027		're going round veering		go	c		present	A		past	yes	no		reported event	E
filename#198	SFJ2	4026		're going		go	c		present	A		future	no	no			E
filename#743	SV8E	4026		're just chatting		chat	c		present	A		general	yes	no			E
filename#1208	S9B9	4025		was just walk walking		walk			past	A		past	yes	no	framing		E
filename#759	SWRQ	4025		're going		go	c		GOING TO	A		present	yes	no			E
filename#483	SN22	4024		's um it's er		NA	c		NOT progressive	A		present	yes	no			E
filename#889	SZ8H	4021		is great for warming		warm			NOT progressive	A		present	yes	no			E
filename#692	SVBB	4013		're doing		do	c		present	A		present	yes	yes			E
filename#1161	S73U	4012		are you doing		do			present	A	q	future	no	no			E
filename#750	SWGB	4011		's where she's going		go	c		GOING TO	A		present	yes	no			E
filename#499	SPG4	4011		'm thinking		think	c		present	A		present	no	no			E
filename#779	SXAQ	4010		're going		go	c		GOING TO	A		present	yes	no			E
filename#574	SRCD	4009		'm enjoying		enjoy	c		present	A		present	yes	no			E
filename#493	SN8K	4009		be going		go			modal	A		hypothetical	yes	no			E
filename#1171	S8B9	4008		are you texting		text			present	A		hypothetical	yes	no			E
filename#701	SVDM	4007		be falling		fall			catenative	A		past	yes	no			E
filename#823	SYEF	4000		was flying		fly			past	A		past	no	no		reported speech	E
filename#713	SVKH	3997		'm trying		try	c		present	A		present	yes	yes			E
filename#1232	S9WZ	3996		was doing		do			past	A		past	yes	no			E
filename#508	SPTA	3995		been using		use			perfect	A		past	yes	yes			E
filename#1199	S8X7	3994		'm really going		go	c		GOING TO	A		present	yes	no			E
filename#473	SNQD	3993		's happening		happen	c		present	A	q	present	yes	no			E
filename#251	SG3P	3993		are reversing		reverse			present	A		unclear	yes	no			E
filename#238	SGMM	3992		were going		go			GOING TO	A		past	yes	no			E
filename#866	SZJ7	3989		be working		work			catenative	A		present	yes	no			E
filename#934	S26N	3987		am thinking I'm thinking		think	c		present	A		present	yes	no			E
filename#1038	S5JX	3984		was erm going		go			past	A		past	yes	no			E
filename#861	SZCM	3984		'm getting		get	c		present	A		future	no	no			E
filename#644	STWC	3979		was so depressing		depress			NOT progressive	A		past	yes	no			E
filename#896	S2B5	3976		was going		go			GOING TO	A		past	yes	no			E
filename#328	SJSQ	3975		was used to travelling		travel			NOT progressive	A		past	yes	no			E
filename#843	SY2B	3975		are you thinking of introducing		think			present	A	q	present	yes	no			E
filename#948	S3JF	3973		'm thinking		think	c		present	A		present	yes	no			E
filename#468	SNNG	3971		'm giving		give	c		present	A		present	yes	no			E
filename#306	SJB4	3968		's gonna be coming		come	c		NOT progressive	A		modal/infinitive	yes	no			E
filename#261	SHAZ	3968		was er		NA			NOT progressive	A		past	yes	no			E
filename#561	SQ36	3966		're talking		talk	c		present	A		past	no	no			E
filename#296	SH5J	3966		was having		have			past	A		past	yes	no			E
filename#274	SHJJ	3964		was cooking		cook			past	A		past	yes	no	framing		E
filename#189	SE68	3963		were annoying		annoy			past	A		past	yes	yes			E
filename#844	SY2F	3962		are you doing		do			present	A	q	present	yes	no			E
filename#602	SR3K	3960		'm itching		itch	c		present	A		present	yes	yes			E
filename#404	SLTU	3958		was planning on retiring		plan			past	A		past	yes	no			E
filename#495	SN98	3956		are you coming		come			present	A	q	unclear	no	no			E
filename#773	SW5B	3956		're probably being		be	c		present	A		present	yes	yes			E
filename#506	SPMV	3955		'm babysitting		babysit	c		present	A		general	yes	yes			E
filename#1056	S5YY	3953		's loads of rock climbing		climb	c		NOT progressive	A		present	yes	no			E
filename#1022	S457	3953		's coming		come	c		present	A		future	no	no			E
filename#878	SZRJ	3952		is that a dressing		dress			NOT progressive	A		present	yes	no			E
filename#811	SXWG	3950		be coming		come			catenative	A		past	no	no			E
filename#738	SV3M	3950		are being		be			present	A		general	yes	yes			E
filename#767	SWWZ	3945		was putting		put			past	A		past	yes	no			E
filename#286	SHVF	3944		're being		be	c		present	A		present	yes	no			E
filename#775	SW6A	3939		is going		go			present	A		general	yes	yes			E
filename#964	S3UC	3938		'm drinking		drink	c		present	A		present	yes	no			E
filename#1083	S6J2	3938		are you next coming		come			present	A	q	future	no	no			E
filename#956	S3RL	3936		's so amazing		amaze	c		NOT progressive	A		present	yes	no			E
filename#1245	S968	3934		are you going		go			present	A	q	present	no	no			E
filename#557	SQ2D	3933		're thinking		think	c		present	A		present	no	no			E
filename#955	S3QD	3931		is following		follow			present	A		present	yes	no			E
filename#692	SVBB	3931		been delivered he was unpacking		unpack			past	A		past	yes	no			E
filename#1073	S6A7	3930		was coming		come			past	A		past	yes	no	framing		E
filename#493	SN8K	3930		's like it's raining		rain	c		present	A		present	yes	no			E
filename#1237	S9ZP	3928		'm going		go	c		present	A		future	no	no			E
filename#518	SPZR	3928		are not buying		buy		n	present	A	q	present	no	unclear			E
filename#956	S3RL	3925		's going		go	c		GOING TO	A		present	yes	no			E
filename#501	SPHU	3922		wasn't listening		listen	c	n	past	A		past	yes	unclear			E
filename#1179	S8K6	3920		was fucking raging		fuck			NOT progressive	A		past	yes	no			E
filename#680	SUVS	3920		was telling		tell			past	A		past	no	no			E
filename#589	SRNT	3918		's indicating		indicate	c		present	A		present	yes	no			E
filename#228	SF8D	3916		was driving		drive			past	A		past	yes	no			E
filename#794	SXJW	3913		'm going		go	c		GOING TO	A		present	yes	no			E
filename#435	SMSF	3911		's not shining		shine	c	n	present	A		general	yes	yes			E
filename#973	S33N	3911		're just building		build	c		present	A		present	yes	no			E
filename#534	SP9F	3910		was talking		talk			past	A		past	yes	no			E
filename#203	SFMJ	3908		's having		have	c		present	A		present	no	yes			E
filename#930	S23A	3908		was probably killing		kill			past	A		past	yes	no			E
filename#643	STV6	3908		was quite strange getting		get			NOT progressive	A		past	yes	no			E
filename#977	S355	3907		's mm yeah yeah getting		get	c		NOT progressive	A		present	yes	no			E
filename#552	SQWC	3903		's looking		look	c		present	A		present	no	no			E
filename#898	S2C9	3901		's worth keeping		keep	c		NOT progressive	A		present	yes	no			E
filename#1108	S682	3901		was boring		bore			NOT progressive	A		past	yes	no			E
filename#572	SRBZ	3900		's flying		fly	c		present	A		general	yes	no			E
filename#848	SY5E	3895		been having		have			perfect	A		past/present	yes	yes			E
filename#204	SFM7	3891		were shouting		shout			past	A		past	yes	yes			E
filename#799	SXLC	3889		were accused of doing		do			NOT progressive	A		past	yes	no			E
filename#920	S2T6	3888		'm you know rapidly losing		lose	c		present	A		general	no	yes			E
filename#243	SGSY	3886		was both of you doing		do			NOT progressive	A		past	yes	no			E
filename#992	S4D8	3886		are you going		go out			present	A	q	future	no	no			E
filename#732	SVZB	3886		're sitting		sit	c		present	A		future	yes	no			E
filename#475	SNRQ	3884		're interacting		interact	c		present	A		unclear	yes	yes			E
filename#1243	S954	3884		's asking		ask	c		present	A		general	no	yes			E
filename#1086	S6MQ	3881		'm going going		go	c		present	A		past	no	no		go as a verb introducing reported speech	E
filename#1189	S8RU	3879		was trying		try			past	A		past	yes	no			E
filename#1213	S9ER	3879		'm struggling		struggle	c		present	A		present	yes	no		reported speech	E
filename#977	S355	3878		're waiting		wait	c		present	A		present	yes	no			E
filename#346	SKA7	3878		'm saying		say	c		present	A		present	no	no			E
filename#272	SHJE	3877		been enjoying		enjoy			perfect	A		past/present	yes	no			E
filename#760	SWSL	3873		're what are you doing		do	c		present	A		general	yes	yes			E
filename#180	SEZB	3868		're giving		give	c		present	A		future	no	no			E
filename#869	SZLE	3867		're doing		do	c		present	A		future	no	yes			E
filename#613	SR9W	3865		was slightly cheating		cheat			NOT progressive	A		past	yes	no			E
filename#321	SJNB	3864		are you getting		get			present	A	q	future	no	no			E
filename#274	SHJJ	3863		were s volunteering		volunteer			past	A		past	unclear	unclear			E
filename#722	SVP4	3861		be folding		fold			modal	A		hypothetical	no	no			E
filename#680	SUVS	3860		're going		go	c		present	A		future	no	no			E
filename#713	SVKH	3860		was going		go			past	A		past	yes	yes			E
filename#547	SQRA	3856		's why I'm going		go	c		present	A		future	no	no			E
filename#797	SXK4	3854		be speaking		speak			catenative	A		future	yes	no			E
filename#955	S3QD	3853		is that oh okay appealing		appeal			NOT progressive	A		present	yes	no			E
filename#327	SJSC	3853		were having		have			past	A		past	yes	no	framing		E
filename#469	SNNJ	3853		was er		NA			NOT progressive	A		past	yes	no			E
filename#1044	S5P8	3851		am I going		go			present	A	q	future	yes	no			E
filename#785	SXCW	3851		be contracts answering e-mails quoting		answer			NOT progressive	A		modal/infinitive	yes	no			E
filename#738	SV3M	3850		's going		go on	c		present	A		general	yes	yes			E
filename#670	SUNM	3845		are you're looking		look	c		present	A		present	yes	no			E
filename#821	SYDJ	3845		was spraying the spraying		spray			past	A		past	yes	no			E
filename#1104	S66F	3843		are hitting		hit			present	A		present	yes	no			E
filename#530	SP67	3836		's really annoying		annoy	c		NOT progressive	A		present	yes	no			E
filename#261	SHAZ	3836		's very demanding		demand	c		NOT progressive	A		present	yes	no			E
filename#680	SUVS	3834		'm saying		say	c		present	A		present	yes	no			E
filename#694	SVBH	3832		's doing		do	c		present	A		present	yes	yes			E
filename#675	SUTB	3826		'm also making		make	c		present	A		future	yes	no			E
filename#386	SK8T	3825		was open he was chatting		chat			past	A		past	yes	no			E
filename#981	S37K	3823		was going		go			GOING TO	A		past	yes	no			E
filename#174	SES6	3821		's happening		happen	c		present	A		present	yes	no			E
filename#239	SGMQ	3820		're not getting		get	c	n	present	A		present	no	yes			E
filename#1095	S6YA	3815		're do going		go	c		GOING TO	A		present	yes	no			E
filename#912	S2LD	3815		was getting		get			past	A		past	yes	yes			E
filename#321	SJNB	3812		're making		make	c		present	A		present	yes	no			E
filename#1122	S7JG	3807		're doing		do	c		present	A		present	yes	no			E
filename#976	S35U	3803		is crikey		NA			NOT progressive	A		present	yes	no			E
filename#1116	S7FK	3802		're having		have	c		present	A		present	yes	no		have passive	E
filename#748	SWFJ	3801		were trying		try			past	A		past	yes	no	framing		E
filename#1117	S7FU	3799		was trying		try			past	A		past	yes	no			E
filename#442	SM6B	3799		'm saying		say	c		present	A		present	no	no			E
filename#1228	S9VA	3798		was um saying		say			past	A		past	no	no			E
filename#441	SMZV	3798		's doing		do	c		present	A		unclear	yes	unclear			E
filename#830	SYJK	3796		're doing		do	c		present	A		general	yes	no			E
filename#528	SP6E	3794		was nice seeing		see			NOT progressive	A		past	yes	no			E
filename#782	SXBE	3791		's me being		be	c		present	A		present	yes	no			E
filename#1173	S8CV	3791		are miss out being		be			present	A		general	yes	yes			E
filename#623	STG7	3785		weren't feeling		feel	c	n	past	A		past	yes	no			E
filename#623	STG7	3784		were in walking		walk			past	A		past	yes	no		I were	E
filename#384	SK7X	3784		were following		follow			past	A		past	yes	no			E
filename#253	SG4J	3783		been bad here this whooshing		whoosh			NOT progressive	A		perfect	yes	no			E
filename#433	SMRU	3783		're thinking		think	c		present	A		general	no	no			E
filename#959	S3SA	3776		're passing		pass	c		present	A		unclear	no	unclear			E
filename#1042	S5PF	3771		was just saying		say			past	A		past	no	no			E
filename#796	SXK2	3770		are you believing		believe			present	A	q	present	yes	no			E
filename#1038	S5JX	3769		were talking		talk			past	A		past	yes	no			E
filename#678	SUVL	3768		was saying		say			past	A		past	no	no			E
filename#515	SPYH	3768		were doing		do			past	A		past	yes	no			E
filename#935	S263	3768		wasn't using		use	c	n	past	A	q	past	yes	unclear			E
filename#198	SFJ2	3766		were going		go			GOING TO	A		past	yes	no			E
filename#261	SHAZ	3762		were looking		look			past	A		past	yes	no			E
filename#339	SJ3S	3761		're going		go	c		GOING TO	A		present	yes	no			E
filename#852	SY8B	3761		's going		go on	c		present	A	q	present	yes	no			E
filename#797	SXK4	3759		were sa we were talking		talk			past	A		past	yes	no			E
filename#545	SQP2	3758		be happening		happen			modal	A		future	yes	unclear			E
filename#381	SK3P	3756		is whizzing		whiz by			present	A		present	yes	no			E
filename#1089	S6Q6	3755		's just the getting		get	c		NOT progressive	A		present	yes	no			E
filename#648	STZ3	3749		'm I'm erm starting		start	c		present	A		present	yes	no			E
filename#579	SRGA	3746		's about having		have	c		NOT progressive	A		present	yes	no			E
filename#363	SKKU	3741		's looking		look	c		present	A		present	yes	no			E
filename#170	SEPP	3740		being ov er		be			NOT progressive	A		present	yes	no			E
filename#787	SXDQ	3740		was er		NA			NOT progressive	A		past	yes	no			E
filename#1017	S43M	3740		's do some studying		study	c		NOT progressive	A		present	yes	no			E
filename#465	SNMA	3738		're having		have	c		present	A		general	yes	yes		all the time	E
filename#818	SX6D	3738		's what they were saying		say	c		past	A		past	no	unclear			E
filename#962	S3TD	3731		was wearing		wear			past	A		past	yes	yes			E
filename#313	SJHL	3727		were going		go			past	A	q	past	yes	no			E
filename#1040	S5LP	3727		'm going		go	c		present	A		present	yes	no			E
filename#454	SNCG	3719		was funny having		have			NOT progressive	A		past	yes	no			E
filename#344	SJ8J	3716		're not drinking		drink	c	n	present	A		present	yes	no			E
filename#1189	S8RU	3712		are being seriously considered letting		consider			present	P		present	yes	unclear			E
filename#729	SVXP	3711		are actually making		make			present	A		present	yes	yes			E
filename#478	SNXL	3710		is trying		try			present	A		present	yes	yes			E
filename#230	SGAW	3709		'm trying		try	c		present	A		present	no	no			E
filename#490	SN64	3709		're not looking		look forward	c	n	present	A		present	yes	no			E
filename#739	SV4W	3708		is going		go on			present	A	q	present	yes	no			E
filename#968	S3YZ	3708		is minging		minging			NOT progressive	A		present	yes	no			E
filename#957	S3RN	3708		was drinking		drink			past	A		past	yes	yes			E
filename#991	S4C2	3707		are you coming		come			present	A	q	future	no	no			E
filename#1241	S94Z	3707		is is taking		go			NOT progressive	A		present	yes	no			E
filename#296	SH5J	3703		're nothing going		go	c	n	present	A		present	yes	no			E
filename#306	SJB4	3699		'm going		go	c		GOING TO	A		present	yes	no			E
filename#815	SX2V	3694		's basically a passing		pass	c		NOT progressive	A		present	yes	no			E
filename#1241	S94Z	3689		are we drawing		draw			present	A	q	present	yes	no			E
filename#679	SUVQ	3688		'm not going		go	c	n	present	A		present	no	no			E
filename#1223	S9N4	3685		was just telling		tell			past	A		past	no	no			E
filename#756	SWMV	3684		was saying		say			past	A		past	no	no			E
filename#1120	S7HR	3683		is putting		put off			present	A		present	yes	no			E
filename#1131	S7NH	3682		's going		go	c		GOING TO	A		present	yes	no			E
filename#742	SV5R	3681		is amazing		amaze			NOT progressive	A		present	yes	no			E
filename#149	SD65	3680		were going		go			GOING TO	A		past	yes	no			E
filename#977	S355	3679		was things going		thing			NOT progressive	A		past	yes	no			E
filename#775	SW6A	3677		been working		work			perfect	A		past/present	yes	yes			E
filename#228	SF8D	3677		's just burning		burn	c		present	A		present	yes	no			E
filename#679	SUVQ	3676		were hacking		hack up			past	A		past	yes	no			E
filename#684	SUXH	3675		be insistent on changing		change			NOT progressive	A		modal/infinitive	yes	no			E
filename#528	SP6E	3671		were earning		earn			past	A		past	yes	no			E
filename#739	SV4W	3671		was trying		try			past	A		past	yes	no			E
filename#632	STLZ	3669		're talking		talk	c		present	A		hypothetical	no	no			E
filename#401	SLRD	3668		is going		go			present	A	q	future	no	no			E
filename#390	SLDB	3668		was really nice having		have			NOT progressive	A		past	yes	no			E
filename#648	STZ3	3667		are you joking		joke			present	A	q	present	yes	no			E
filename#197	SFG3	3665		was coming		come across			past	A		past	yes	no			E
filename#1050	S5TE	3664		be yeah they be putting		put			NOT progressive	A		hypothetical	unclear	unclear			E
filename#380	SK3B	3664		's gonna be going		go	c		GOING TO	A		modal/infinitive	yes	no			E
filename#446	SM8P	3663		were talking		talk			past	A		past	yes	no			E
filename#599	SRX4	3662		's what you're getting		get	c		present	A		future	no	no			E
filename#519	SPZ4	3661		're both going		go	c		GOING TO	A		present	yes	no			E
filename#530	SP67	3660		were talking		talk			past	A		past	yes	no			E
filename#502	SPHZ	3660		's really annoying		annoy	c		NOT progressive	A		present	yes	no			E
filename#945	S3C6	3659		were washing		wash			past	A		past	yes	yes			E
filename#467	SNMZ	3652		's not having		have	c	n	present	A		unclear	unclear	unclear			E
filename#1125	S7KD	3649		are you going		go			present	A		future	no	no			E
filename#604	SR4E	3649		were saying		say			past	A		past	yes	no			E
filename#222	SF2F	3646		's nice having		have	c		NOT progressive	A		present	yes	no			E
filename#1053	S5XD	3644		isn't actually going		go	c	n	GOING TO	A		present	yes	no			E
filename#679	SUVQ	3640		's wasting		waste	c		NOT progressive	A		present	yes	no			E
filename#902	S2FQ	3638		am not talking		talk		n	present	A		present	no	no			E
filename#1123	S7JH	3637		's what she's saying		say	c		present	A		unclear	no	no			E
filename#1119	S7GW	3636		am getting		get			present	A		present	yes	no	gradual change		E
filename#461	SNG4	3635		be thinking		think			modal	A		hypothetical	no	no			E
filename#670	SUNM	3633		wasn't going		go	c	n	GOING TO	A		past	no	no			E
filename#1100	S632	3632		're not using		use	c	n	present	A		future	no	no			E
filename#1213	S9ER	3631		are being		be			present	A		present	yes	yes			E
filename#417	SMEB	3631		're using		use	c		present	A		present	yes	yes			E
filename#903	S2FT	3630		are you interested in doing		do			NOT progressive	A		present	yes	no			E
filename#945	S3C6	3629		're spluttering coughing		cough	c		present	A		present	no	yes			E
filename#945	S3C6	3629		're spluttering coughing		splutter	c		present	A		present	no	yes			E
filename#1122	S7JG	3629		'm going		go	c		GOING TO	A		present	yes	no			E
filename#403	SLSS	3627		'm driving		drive	c		present	A		unclear	yes	unclear			E
filename#292	SHZP	3625		are having		have			present	A		unclear	yes	no			E
filename#401	SLRD	3623		're just extending		extend	c		present	A		present	yes	no			E
filename#737	SV28	3623		's when we were living		live	c		past	A		past	yes	no			E
filename#298	SH63	3619		was going		go on			past	A		past	yes	no			E
filename#1208	S9B9	3619		were going		go			past	A		past	yes	no			E
filename#389	SLBS	3619		'm only joking		joke	c		present	A		present	yes	no			E
filename#845	SY2Z	3618		're having		have	c		present	A		present	yes	yes			E
filename#983	S376	3614		been watching		watch			perfect	A		past	yes	yes			E
filename#1100	S632	3610		was thinking		think			past	A		present	no	no			E
filename#848	SY5E	3610		be er s snoozing		snooze			modal	A		general	yes	no			E
filename#256	SG56	3608		be observing		observe			modal	A		hypothetical	yes	yes			E
filename#1122	S7JG	3606		's going		go on	c		present	A	q	present	yes	no			E
filename#238	SGMM	3605		're saying		say	c		present	A		general	no	no			E
filename#477	SNXG	3604		's like what's happening		happen	c		present	A	q	present	yes	no			E
filename#727	SVVK	3601		're lying		lie	c		present	A		present	yes	no			E
filename#289	SHXX	3601		be knocking		knock around			modal	A		present	yes	no			E
filename#797	SXK4	3598		be drinking		drink			modal	A		general	yes	yes			E
filename#195	SFER	3597		's coming		come	c		present	A		future	no	no			E
filename#799	SXLC	3591		're looking		look	c		present	A		general	yes	yes		when	E
filename#683	SUWR	3589		was being		be			past	A		past	yes	yes			E
filename#250	SG2Y	3586		'm not being		be	c	n	present	A		present	yes	no			E
filename#898	S2C9	3586		was like being		be			past	A		past	yes	no			E
filename#315	SJJK	3585		be feeling		feel			modal	A		general	yes	no			E
filename#319	SJLT	3585		's just used to working		work	c		NOT progressive	A		present	yes	no			E
filename#577	SRFV	3584		'm not worrying		worry	c	n	present	A		present	yes	yes			E
filename#917	S2RD	3583		are like being		sell			present	P		present	yes	yes			E
filename#906	S2JK	3582		been failing		fail			perfect	A		past	yes	yes			E
filename#398	SLNB	3581		was clearing		clear out			past	A		past	yes	no	framing		E
filename#932	S24D	3578		're going to be cooking		go	c		GOING TO	A		modal/infinitive	yes	no			E
filename#613	SR9W	3575		're trying		try	c		present	A		present	yes	yes			E
filename#466	SNMN	3573		was nervous about going		go			NOT progressive	A		past	yes	no			E
filename#223	SF2Q	3573		Is it still going		go			present	A	q	present	yes	no			E
filename#221	SF2C	3573		be panicking		panic			modal	A		hypothetical	yes	no			E
filename#981	S37K	3571		'm going		go	c		present	A		present	yes	no			E
filename#243	SGSY	3570		're using		use	c		present	A		present	yes	no			E
filename#596	SRVR	3569		're getting		get	c		present	A		future	no	no			E
filename#308	SJDM	3569		isn't she having		have	c	n	present	A	q	future	yes	no			E
filename#321	SJNB	3568		's spending		spend	c		present	A		unclear	no	no			E
filename#397	SLMK	3566		're working		work	c		present	A		general	yes	yes			E
filename#885	SZYV	3563		was Jill I was telling		tell			past	A		past	no	no			E
filename#534	SP9F	3560		was going on doing		go on			past	A		past	yes	no			E
filename#532	SP79	3555		's happening		happen	c		present	A		present	yes	no		evidence of “non-authentic” nature of data	E
filename#732	SVZB	3555		're getting		get	c		present	A		general	no	yes			E
filename#699	SVCW	3555		'm not coming		come	c	n	present	A		future	no	no			E
filename#367	SKNF	3542		were three people waiting		wait			NOT progressive	A		past	yes	no			E
filename#960	S3SU	3534		's making		make	c		present	A		past	yes	no		reported event	E
filename#401	SLRD	3533		's intriguing		intrigue	c		NOT progressive	A		present	yes	no			E
filename#1000	S4MV	3530		was already starting		start			past	A		past	yes	no		you was	E
filename#614	SR96	3530		's expanding		expand	c		present	A		present	yes	no			E
filename#764	SWU3	3520		's not er		NA	c	n	NOT progressive	A		present	yes	no			E
filename#921	S2UJ	3520		's just like drinking		drink	c		NOT progressive	A		present	yes	no			E
filename#288	SHXJ	3519		's coming		come	c		present	A		present	no	no			E
filename#1146	S7SZ	3519		's going		go	c		present	A		unclear	no	no			E
filename#326	SJRX	3518		's funny he was telling		tell	c		past	A		past	no	no			E
filename#1217	S9GP	3518		're deleting		delete	c		present	A		present	yes	no			E
filename#426	SMK7	3518		're just trying		try	c		present	A		general	yes	yes			E
filename#1188	S8RC	3514		's actually doing		do	c		present	A		present	yes	no			E
filename#815	SX2V	3513		'm just saying		say	c		present	A		present	no	no			E
filename#1122	S7JG	3510		is how John does cooking		cook			NOT progressive	A		present	yes	no			E
filename#1248	S985	3508		were talking		talk			past	A		past	yes	no			E
filename#1080	S6H4	3507		'm not going		go	c	n	GOING TO	A		present	yes	no			E
filename#544	SQPN	3505		's putting		put	c		present	A		past	yes	unclear			E
filename#190	SE7R	3504		are you doing		do			present	A	q	present	yes	no			E
filename#1079	S6HP	3502		's going		go on	c		present	A	q	present	yes	no			E
filename#890	SZ94	3501		was watching		watch			past	A		past	yes	no			E
filename#284	SHTW	3500		'm trying		try	c		present	A		present	yes	no			E
filename#243	SGSY	3498		's better than getting		get	c		NOT progressive	A		present	yes	no			E
filename#676	SUUE	3494		's getting		get	c		present	A		future	no	no			E
filename#561	SQ36	3494		's saying		say	c		present	A		past	yes	no			E
filename#240	SGMT	3492		're doing		do	c		present	A		general	yes	no			E
filename#870	SZME	3491		was looking		look			past	A		past	yes	no			E
filename#1144	S7SU	3489		wasn't joking		joke	c	n	past	A		past	yes	no			E
filename#987	S382	3489		is going		go			present	A		general	yes	yes			E
filename#438	SMW8	3488		were s		NA			NOT progressive	A		past	yes	no			E
filename#783	SXCB	3488		's booking		book	c		present	A		past	yes	no	framing		E
filename#322	SJNC	3488		are the keeping		keep			NOT progressive	A		present	yes	no			E
filename#948	S3JF	3488		was boarding		board			past	A		past	yes	no	framing		E
filename#609	SR8N	3485		's doing		do	c		present	A	q	general	yes	no			E
filename#390	SLDB	3484		is fucking		fuck			NOT progressive	A		present	yes	no			E
filename#161	SEGL	3482		're coming		come	c		present	A		unclear	no	no			E
filename#1083	S6J2	3481		was he's obviously going		go	c		GOING TO	A		past	yes	no			E
filename#978	S36Z	3480		were drinking		drink			past	A		past	yes	no			E
filename#243	SGSY	3475		's showing		show	c		present	A		general	yes	no			E
filename#623	STG7	3475		's like I am looking		look for	c		present	A		past	no	no			E
filename#782	SXBE	3474		are you going		go			GOING TO	A		present	yes	no			E
filename#438	SMW8	3473		is by going		go			NOT progressive	A		present	yes	no			E
filename#410	SL76	3472		be paying		pay			GOING TO	A		modal/infinitive	yes	no			E
filename#247	SGYW	3472		're not hearing		hear	c	n	present	A		general	yes	yes			E
filename#179	SEYD	3471		was thinking		think			past	A		past	yes	no			E
filename#1122	S7JG	3471		're doing		do	c		present	A		present	yes	unclear			E
filename#1022	S457	3463		'm not going		go	c	n	present	A		present	no	no			E
filename#205	SFNQ	3462		was listening		listen			past	A		past	yes	no			E
filename#1198	S8XE	3456		was literally watching		watch			past	A		past	yes	yes			E
filename#985	S38P	3455		was just wondering		wonder			past	A		present	no	no	politeness/softening		E
filename#693	SVBG	3454		been eating		eat			perfect	A		past	no	yes			E
filename#171	SEPR	3452		'm having		have	c		present	A		future	yes	no		have passive	E
filename#333	SJU2	3450		is going		go			GOING TO	A		present	yes	no			E
filename#1125	S7KD	3446		is she doing		do			present	A	q	unclear	yes	unclear			E
filename#1004	S4QF	3446		're going		go	c		GOING TO	A		present	yes	no			E
filename#471	SNPP	3441		is going		go			GOING TO	A		present	yes	no			E
filename#1000	S4MV	3440		were talking		talk			past	A		past	yes	no			E
filename#670	SUNM	3435		is he's going		go	c		present	A		future	no	no			E
filename#1063	S56S	3435		'm always treading		tread	c		present	A		general	yes	yes		always	E
filename#289	SHXX	3434		's like playing		play	c		NOT progressive	A		present	yes	no			E
filename#760	SWSL	3434		are we going		go			present	A	q	future	no	no			E
filename#540	SQG4	3434		's eating		eat	c		present	A		general	yes	yes			E
filename#317	SJLF	3432		're doing		do	c		present	A		present	yes	no			E
filename#712	SVKF	3432		was saying		say			past	A		past	yes	no			E
filename#670	SUNM	3430		're what you're having		have	c		present	A		present	yes	no			E
filename#379	SKZX	3429		been I've been looking		look for	c		perfect	A		past	yes	yes			E
filename#948	S3JF	3427		'm having		have	c		present	A		present	yes	no			E
filename#529	SP62	3426		'm trying		try	c		present	A		present	no	no			E
filename#373	SKXA	3425		's driving		drive	c		present	A		general	yes	yes			E
filename#950	S3LE	3424		was doing is like trying		do			past	A		past	yes	no			E
filename#577	SRFV	3422		're taking		take	c		present	A		general	yes	yes			E
filename#1101	S64H	3417		're really out kicking		kick	c		NOT progressive	A		present	yes	no			E
filename#833	SYTD	3411		was different like just having		have			NOT progressive	A		past	yes	no			E
filename#937	S28F	3411		's good yeah keeping		keep	c		NOT progressive	A		present	yes	no			E
filename#422	SMHY	3410		're putting		put	c		present	A		present	no	yes			E
filename#462	SNJP	3407		's going		go	c		present	A		general	no	unclear			E
filename#1005	S4QK	3405		'm going		go	c		present	A		present	yes	no			E
filename#1131	S7NH	3404		was going		go			GOING TO	A		past	yes	no			E
filename#929	S2ZU	3404		is definitely annoying		annoy			NOT progressive	A		present	yes	no			E
